employee_id,department,salary,tenure,engagement_score,attrition,last_promotion_date,working_hours_per_month,kpi_score,work_life_balance_score,overtime_hours,job_satisfaction,number_of_projects,distance_from_home,trainings_and_certifications,hire_date,engagement_trend
E0424,TSS,73674.41,2.0,3.84,0,2023-03-23,140.4,9.8,1,3,4,7,46,3,2021-04-03,
E0425,GRCS,70669.38,0.5599999999999999,2.25,1,2022-12-13,196.0,19.3,2,4,4,1,11,3,2017-10-17,3.27
E0426,Sales,65029.89,3.6,4.71,0,2023-12-29,171.1,47.7,4,8,1,2,4,4,2019-04-21,3.14
E0427,Product Engineering,91964.84,1.9,2.41,0,2024-08-18,141.3,40.2,1,4,2,4,10,4,2017-01-11,3.6
E0428,Sales,91085.35,2.6,3.68,0,2021-04-07,182.1,52.7,1,3,3,3,34,3,2017-10-09,3.1233333333333335
E0429,Datazone,97214.81,6.7,3.74,0,2023-07-23,164.0,56.2,2,8,2,7,4,3,2019-08-21,3.6
E0430,Datazone,88120.51,1.8,2.66,0,2025-03-09,165.1,23.9,4,5,4,2,10,1,2018-08-21,3.2766666666666673
E0431,Business Solution,68731.64,3.5,2.14,0,2021-11-24,153.1,38.9,4,6,3,1,33,2,2018-03-27,3.3600000000000008
E0432,Customer Success,70616.17,4.1,4.14,0,2022-06-13,145.0,19.7,3,7,3,1,46,1,2017-11-18,2.8466666666666676
E0433,Datazone,70682.33,5.2,3.45,0,2020-08-28,166.8,26.8,3,10,3,6,18,5,2016-07-25,2.9800000000000004
E0434,Datazone,88990.89,2.5,2.77,0,2023-12-28,149.1,28.2,4,7,4,1,12,3,2018-04-18,3.243333333333334
E0435,Marketing and Communications,67992.47,2.3,2.52,0,2020-04-18,196.3,39.0,4,3,4,1,23,0,2023-09-09,3.4533333333333336
E0436,TSS,61033.04,2.3,2.97,0,2024-09-14,134.6,46.4,4,3,5,1,44,2,2023-03-05,2.913333333333334
E0437,Business Solution,85877.16,3.3,3.59,0,2024-11-10,190.7,24.6,4,7,4,3,25,3,2024-11-14,2.753333333333334
E0438,Marketing and Communications,74448.26,5.9,2.66,0,2021-12-16,157.8,28.4,3,3,3,4,37,3,2025-02-20,3.0266666666666673
E0439,Datazone,93710.0,2.2,3.59,0,2023-05-19,166.0,23.2,3,3,2,2,4,7,2022-12-02,3.073333333333334
E0440,Datazone,52545.87,0.21,,1,2023-12-13,176.7,27.9,3,5,4,3,13,1,2024-11-19,3.2800000000000007
E0441,Product Engineering,94862.72,3.08,3.24,1,2020-11-16,147.4,26.3,1,10,5,4,18,2,2020-10-12,
E0442,Sales,66909.03,2.8,3.6,0,2023-02-02,177.3,35.5,1,2,3,3,29,5,2020-08-29,
E0443,Sales,79722.84,3.6,4.95,0,2022-12-14,120.0,13.6,1,5,3,3,44,4,2017-11-07,
E0444,Business Solution,89907.83,0.5599999999999999,2.59,1,2021-05-05,145.6,16.3,3,6,2,2,30,2,2022-10-06,3.930000000000001
E0445,Product Engineering,119320.46,1.9,4.7,0,2022-11-02,141.5,43.6,2,2,4,3,48,8,2016-06-11,3.7133333333333343
E0446,Product Engineering,110206.36,4.2,2.64,0,2024-08-05,134.9,32.9,4,3,3,4,38,0,2023-04-05,4.080000000000001
E0447,Business Solution,75055.65,1.1,4.31,0,2022-11-29,155.7,19.4,3,2,2,3,28,4,2022-10-21,3.3100000000000005
E0448,Sales,62727.58,3.5,4.57,0,2023-10-03,167.7,58.4,2,6,4,3,7,1,2020-06-07,3.883333333333334
E0449,Datazone,68679.23,2.6,2.24,0,2023-01-21,174.1,3.5,1,3,3,2,24,1,2019-12-15,3.840000000000001
E0450,Business Solution,89447.93,1.12,3.06,1,2023-09-15,164.8,25.7,3,8,3,4,41,2,2016-03-28,3.706666666666667
E0451,GRCS,70349.42,1.6,1.31,0,2022-10-18,146.7,24.3,2,5,3,4,10,2,2021-04-08,3.290000000000001
E0452,Sales,86541.67,1.3,2.55,0,2024-12-30,167.4,45.1,3,4,3,2,37,2,2023-11-30,2.2033333333333345
E0453,Product Engineering,88421.72,2.8,3.94,0,2021-05-13,162.5,20.1,4,6,3,6,27,5,2016-07-18,2.3066666666666675
E0454,Datazone,76230.38,2.1,1.66,1,2021-11-30,178.7,24.2,2,8,3,1,21,2,2020-07-24,2.600000000000001
E0455,Sales,81806.77,2.1,2.41,0,2023-11-10,175.5,27.8,3,6,3,3,36,1,2023-02-20,2.7166666666666672
E0456,TSS,61839.29,0.91,2.39,1,2023-07-04,160.6,11.5,1,9,4,3,43,6,2022-12-21,2.6700000000000013
E0457,Sales,72437.84,3.4,,0,2021-10-05,142.1,29.6,3,10,4,4,29,0,2015-12-03,2.153333333333334
E0458,TSS,61570.74,4.4,1.84,0,2025-02-14,146.9,27.1,3,12,3,4,7,4,2016-04-01,
E0459,Datazone,71988.95,3.8,2.56,0,2022-11-04,149.0,48.2,3,5,3,6,13,2,2021-07-22,
E0460,Datazone,89848.96,5.319999999999999,1.16,1,2023-09-26,153.7,68.5,3,9,4,1,45,1,2020-03-01,
E0461,Customer Success,62747.5,2.4,4.42,0,2024-12-10,165.4,47.7,1,10,2,4,23,3,2016-08-02,1.8533333333333342
E0462,Marketing and Communications,57628.29,3.92,2.38,1,2020-04-14,174.3,22.6,1,4,2,2,25,5,2016-10-26,2.7133333333333343
E0463,Customer Success,65894.14,1.7,2.5,0,2022-11-13,159.0,10.8,2,4,3,4,41,5,2023-11-28,2.6533333333333338
E0464,Product Engineering,102178.46,1.12,3.17,1,2022-09-21,160.3,16.3,2,8,4,5,45,3,2021-10-28,3.1
E0465,Sales,77607.14,2.9,2.77,0,2022-01-26,162.9,17.6,2,4,3,4,13,5,2023-02-26,2.6833333333333336
E0466,HR,48296.52,6.3,4.0,0,2023-12-09,149.7,10.5,4,5,4,2,37,1,2025-02-26,2.813333333333334
E0467,Product Engineering,57030.32,2.2,2.09,0,2025-03-19,141.5,45.3,5,3,4,5,30,2,2024-09-17,3.313333333333334
E0468,Finance,93160.5,0.8,2.4,0,2023-01-09,124.9,39.5,5,3,5,2,26,5,2015-12-24,2.9533333333333336
E0469,Product Engineering,112471.89,4.4,3.18,0,2024-03-27,146.1,25.0,5,3,2,5,12,0,2022-12-07,2.8300000000000005
E0470,TSS,69781.66,2.5,3.95,0,2024-01-15,169.5,23.6,2,6,4,1,1,2,2025-01-03,2.556666666666667
E0471,Product Engineering,87926.86,3.2,3.48,0,2024-01-16,145.9,36.1,3,5,2,2,18,5,2018-06-26,3.176666666666667
E0472,TSS,51526.88,1.6,1.75,0,2022-02-05,155.2,30.0,2,9,3,4,21,3,2020-10-01,3.536666666666667
E0473,Product Engineering,97667.34,2.9,3.56,0,2024-08-18,169.3,21.4,4,1,3,2,24,8,2023-05-17,3.0600000000000005
E0474,GRCS,69544.21,0.9,2.0,0,2024-04-22,170.4,21.9,4,5,3,3,17,5,2023-10-24,2.930000000000001
E0475,Product Engineering,95424.89,4.9,2.03,1,2021-09-22,138.4,44.3,1,8,4,1,42,1,2017-11-06,2.436666666666667
E0476,TSS,70291.22,4.8,3.14,0,2021-01-01,179.9,15.4,3,5,1,4,9,2,2016-05-02,2.5300000000000007
E0477,GRCS,56771.96,2.8,1.79,0,2022-09-11,182.5,44.3,4,8,3,1,40,2,2022-12-12,2.3900000000000006
E0478,Product Engineering,109623.8,4.3,4.4,0,2024-08-31,137.4,32.5,1,4,3,2,28,1,2017-01-16,2.3200000000000007
E0479,GRCS,63799.28,1.7,,0,2023-02-18,143.5,56.6,1,6,4,0,15,1,2021-02-15,3.1100000000000008
E0480,Customer Success,64066.69,4.7,3.71,0,2021-01-28,183.8,22.0,4,5,1,1,13,5,2016-09-19,
E0481,Marketing and Communications,72014.19,2.2,3.64,0,2022-04-12,157.1,10.4,3,7,4,3,28,3,2023-11-13,
E0482,Sales,78572.99,2.1,2.74,0,2022-12-03,120.0,31.5,5,4,4,4,17,3,2018-03-21,
E0483,Customer Success,65022.13,1.4,3.08,0,2022-03-11,132.0,13.6,1,7,4,0,9,1,2015-12-13,3.3633333333333337
E0484,Customer Success,53321.81,3.4,3.28,0,2021-12-22,155.0,13.1,4,4,2,8,21,0,2019-07-01,3.153333333333334
E0485,Product Engineering,90031.36,2.7,4.11,0,2021-07-14,136.7,54.5,3,5,4,3,30,4,2022-09-24,3.0333333333333337
E0486,TSS,59721.3,3.99,3.55,1,2020-06-27,151.7,45.8,3,7,1,3,11,2,2022-10-04,3.4900000000000007
E0487,HR,58801.76,1.3,1.97,0,2020-09-03,160.6,25.1,4,5,4,3,30,1,2024-03-13,3.646666666666667
E0488,Product Engineering,106726.14,3.4,4.86,0,2022-05-13,189.2,29.0,5,6,4,1,36,4,2024-03-05,3.210000000000001
E0489,Product Engineering,100196.52,5.1,4.04,0,2024-04-28,154.2,27.9,2,5,3,4,25,3,2017-12-25,3.460000000000001
E0490,Sales,63738.52,6.65,2.9,1,2020-11-25,181.5,36.3,2,5,4,3,7,2,2021-06-22,3.6233333333333335
E0491,Customer Success,59478.85,3.0,2.57,0,2024-02-26,188.6,21.6,2,3,2,3,20,2,2021-08-16,3.9333333333333336
E0492,HR,63429.37,2.1,3.18,0,2023-10-22,188.7,1.4,1,5,3,3,35,3,2020-02-04,3.1700000000000004
E0493,Finance,68217.6,3.0,3.35,0,2025-03-06,165.7,8.3,3,4,3,3,10,5,2021-11-15,2.883333333333334
E0494,Sales,65848.86,5.4,1.67,0,2021-12-08,120.7,17.5,4,5,5,2,35,6,2022-03-28,3.0333333333333337
E0495,Sales,85326.54,3.78,2.64,1,2023-07-19,169.2,21.4,2,4,4,2,1,3,2021-01-14,2.7333333333333343
E0496,Customer Success,63563.02,2.5,3.79,0,2024-06-26,181.0,38.3,4,8,4,3,14,2,2016-03-04,2.553333333333334
E0497,TSS,62416.73,3.78,2.56,1,2023-09-06,158.4,48.3,1,6,5,3,45,2,2020-12-22,2.7000000000000006
E0498,Product Engineering,96746.74,1.82,3.45,1,2022-05-11,194.9,17.2,2,3,3,5,5,4,2016-05-27,2.9966666666666675
E0499,Product Engineering,93459.76,4.3,3.47,0,2021-07-15,177.2,26.9,5,3,5,1,40,0,2020-11-21,3.266666666666667
E0500,Marketing and Communications,58873.98,3.7,1.13,0,2020-04-30,171.4,37.9,1,6,3,1,44,4,2016-11-21,3.1600000000000006
E0501,GRCS,40528.09,1.47,2.71,1,2021-03-10,181.7,17.2,1,9,4,3,38,1,2024-10-10,2.683333333333334
E0502,PMO,64621.65,1.4,4.01,0,2023-11-24,166.7,46.4,3,5,4,2,34,4,2021-11-10,2.4366666666666674
E0503,Business Solution,97474.06,5.2,1.43,0,2022-02-21,120.0,7.7,3,3,1,4,24,3,2020-02-12,2.616666666666667
E0504,Marketing and Communications,74779.99,4.199999999999999,2.99,1,2021-10-11,150.0,24.6,3,7,3,3,4,1,2019-07-27,2.7166666666666672
E0505,Finance,71349.96,3.4,2.96,0,2024-09-08,183.9,24.5,2,4,1,3,27,4,2017-11-03,2.8100000000000005
E0506,Product Engineering,87741.36,2.6,4.71,0,2024-03-26,143.8,37.3,3,4,5,1,5,2,2020-12-14,2.4600000000000004
E0507,Business Solution,81859.93,0.84,1.66,1,2020-09-16,155.5,11.2,2,4,2,2,43,3,2016-09-01,3.553333333333334
E0508,Product Engineering,92637.07,5.1,3.2,0,2025-01-08,139.1,46.6,2,3,3,5,13,5,2025-03-13,3.1100000000000008
E0509,Marketing and Communications,48689.81,3.2,2.39,0,2022-05-27,195.7,40.3,2,4,4,2,40,3,2017-09-08,3.190000000000001
E0510,Customer Success,66186.06,2.3,4.41,0,2021-04-25,193.6,25.1,3,6,3,3,21,2,2021-03-26,2.4166666666666674
E0511,Sales,92400.06,4.4,2.67,0,2024-03-01,142.3,21.8,4,8,3,2,37,5,2020-07-23,3.333333333333334
E0512,Product Engineering,89552.66,0.7,3.49,1,2021-06-01,162.9,36.2,2,7,4,3,32,4,2021-12-13,3.1566666666666676
E0513,Product Engineering,100968.1,1.3,1.64,0,2024-03-26,146.4,40.9,4,2,2,1,38,3,2017-06-23,3.5233333333333334
E0514,TSS,57875.89,1.7,,0,2024-10-19,172.3,43.0,3,3,4,4,31,3,2016-09-21,2.6
E0515,TSS,72129.94,3.6,3.26,0,2025-01-13,170.2,17.0,3,6,3,2,32,4,2020-07-19,
E0516,Sales,76652.01,2.1,2.98,1,2022-12-24,176.2,14.9,1,8,3,3,15,1,2024-10-16,
E0517,Business Solution,65960.46,3.8,4.35,0,2024-01-18,166.6,14.8,3,9,3,1,48,3,2021-09-09,
E0518,Product Engineering,78833.94,4.9,3.24,0,2024-07-29,200.0,44.6,3,5,3,1,30,2,2020-11-14,3.53
E0519,Finance,62023.18,2.73,1.22,1,2023-11-29,139.4,25.1,2,5,5,1,43,3,2017-06-16,3.5233333333333334
E0520,Customer Success,68571.23,7.1,2.26,0,2024-12-10,125.8,12.4,4,6,4,3,7,5,2024-03-27,2.936666666666667
E0521,Sales,82791.98,3.43,1.41,1,2024-01-28,152.1,38.4,1,6,3,0,38,2,2016-11-14,2.2399999999999998
E0522,Product Engineering,96027.18,1.75,3.68,1,2021-08-20,128.6,39.7,3,7,3,2,31,4,2022-06-26,1.63
E0523,Business Solution,87190.56,1.3299999999999998,2.74,1,2024-04-26,130.2,21.9,2,6,3,2,44,2,2023-12-07,2.4499999999999997
E0524,Business Solution,79675.23,2.5,2.56,0,2024-02-10,140.0,9.5,1,7,3,3,26,1,2021-06-09,2.61
E0525,Sales,88550.76,4.0,3.29,0,2022-06-27,141.6,73.7,2,9,3,5,36,3,2015-08-05,2.9933333333333336
E0526,Sales,71347.14,2.0,3.51,0,2022-05-21,140.9,23.6,1,6,4,3,46,4,2021-06-14,2.8633333333333333
E0527,HR,66971.65,4.1,3.33,0,2022-08-22,170.4,35.9,4,5,3,5,43,4,2020-07-15,3.1199999999999997
E0528,TSS,59220.94,3.8,3.64,0,2024-09-18,149.9,22.6,4,2,2,5,26,1,2018-05-08,3.3766666666666665
E0529,Product Engineering,116606.11,0.98,3.17,1,2024-05-27,156.4,15.2,1,9,3,1,44,3,2018-12-04,3.4933333333333336
E0530,Business Solution,74237.81,4.9,1.97,0,2022-04-26,177.9,32.8,1,2,2,5,2,5,2021-02-04,3.3800000000000003
E0531,Product Engineering,88731.29,3.3,3.02,0,2022-08-14,144.7,11.9,3,5,4,3,43,2,2023-07-22,2.926666666666667
E0532,Product Engineering,101246.04,6.9,3.41,0,2024-01-09,154.7,37.3,4,5,3,0,45,2,2018-07-20,2.72
E0533,GRCS,80173.42,2.6,4.03,0,2020-12-09,167.3,58.6,2,4,3,4,43,4,2019-02-19,2.8000000000000003
E0534,Business Solution,86795.01,1.54,3.18,1,2022-09-17,121.2,20.3,1,4,3,2,9,4,2017-08-15,3.486666666666667
E0535,Product Engineering,61893.21,1.3,,0,2022-04-11,120.0,18.7,1,11,5,6,48,5,2017-12-01,3.5400000000000005
E0536,Business Solution,92122.65,1.3,,0,2022-08-05,166.9,13.4,2,5,2,1,5,4,2016-08-05,
E0537,HR,53486.05,4.5,2.85,0,2023-02-20,169.8,19.3,3,8,4,2,27,2,2020-04-24,
E0538,Sales,74139.06,6.5,3.48,0,2023-01-01,200.0,22.0,3,10,3,1,12,1,2017-01-01,
E0539,Datazone,71097.63,2.5,4.25,0,2024-11-16,163.2,45.9,2,10,4,2,35,2,2023-12-02,
E0540,Product Engineering,72474.51,2.4,1.95,0,2020-12-19,176.4,33.2,2,5,4,4,29,4,2024-06-19,3.526666666666667
E0541,Customer Success,53564.7,2.8,1.45,0,2021-06-16,156.1,43.5,2,2,2,5,16,0,2024-03-28,3.2266666666666666
E0542,Finance,71424.61,5.0,2.02,0,2021-07-25,165.9,19.6,2,7,4,1,19,9,2015-12-04,2.5500000000000003
E0543,Marketing and Communications,64615.18,0.98,1.15,1,2022-04-01,193.3,31.4,3,9,4,6,49,1,2021-01-04,1.8066666666666666
E0544,Customer Success,61367.28,3.1,3.5,0,2023-07-17,120.0,29.9,3,10,1,7,43,5,2017-07-06,1.5399999999999998
E0545,Sales,83036.36,3.22,2.72,1,2021-07-31,168.3,3.8,1,5,2,2,27,3,2021-09-09,2.223333333333333
E0546,Datazone,69768.1,2.52,3.08,1,2022-02-06,200.0,4.4,2,9,4,2,18,2,2017-11-27,2.456666666666667
E0547,Marketing and Communications,62989.0,0.2,2.03,0,2020-10-29,165.6,5.0,4,6,4,6,41,3,2018-01-16,3.1
E0548,GRCS,69979.21,3.9,3.95,0,2023-10-23,193.0,24.0,4,2,4,4,13,3,2018-05-11,2.61
E0549,Business Solution,80176.33,2.52,1.69,1,2023-10-01,147.4,40.6,2,4,4,5,30,3,2018-02-05,3.0199999999999996
E0550,GRCS,69707.14,3.92,2.87,1,2023-02-05,159.4,14.5,1,5,4,2,26,3,2022-09-23,2.5566666666666666
E0551,Product Engineering,93104.68,6.3,4.78,0,2024-11-23,160.7,9.1,4,4,4,1,6,4,2016-01-10,2.8366666666666664
E0552,GRCS,77066.88,5.4,2.01,0,2024-03-30,120.0,17.7,1,2,3,5,3,1,2022-04-09,3.1133333333333333
E0553,GRCS,77807.55,2.8,2.22,0,2023-10-26,136.6,25.7,2,9,3,6,23,5,2021-06-24,3.22
E0554,Product Engineering,93927.1,0.8,2.25,0,2020-10-23,138.1,13.5,1,7,5,3,12,2,2019-04-28,3.0033333333333334
E0555,Sales,99564.07,2.4,,0,2022-01-15,176.4,10.4,3,8,1,2,41,6,2022-11-03,2.16
E0556,Datazone,84936.42,2.7,2.16,0,2023-11-09,177.4,9.9,3,3,3,2,41,2,2020-02-17,
E0557,TSS,55646.09,6.5,2.54,0,2023-08-06,166.5,68.0,5,7,4,4,15,7,2022-12-02,
E0558,Business Solution,51334.04,1.6,2.76,0,2025-04-01,176.5,8.2,4,3,3,5,1,2,2019-04-07,
E0559,Customer Success,60463.33,0.7,2.94,1,2020-06-12,156.7,34.6,2,12,1,4,47,1,2024-05-14,2.486666666666667
E0560,Marketing and Communications,75009.35,1.4,3.21,1,2025-03-06,184.0,67.0,2,6,2,7,8,2,2019-05-09,2.7466666666666666
E0561,Finance,57186.2,1.19,3.07,1,2023-07-08,160.2,44.7,2,9,4,2,31,3,2020-07-18,2.97
E0562,Datazone,79158.77,1.0,3.13,0,2024-05-03,161.2,10.4,2,2,5,3,11,4,2023-04-06,3.0733333333333337
E0563,TSS,59353.37,2.5,1.47,0,2020-05-01,154.7,57.9,2,2,3,4,17,1,2018-08-01,3.1366666666666667
E0564,Sales,83428.21,1.96,,1,2023-04-10,173.7,8.5,2,7,3,2,27,0,2021-07-16,2.5566666666666666
E0565,Customer Success,81517.19,0.9,3.17,0,2022-10-27,151.6,17.4,2,10,3,2,31,4,2024-12-26,
E0566,Sales,78415.51,2.2,2.95,0,2023-08-07,179.5,22.0,2,6,3,3,27,3,2022-10-11,
E0567,Sales,68396.03,1.6,4.03,0,2023-11-05,137.4,11.2,3,4,1,1,14,2,2023-02-19,
E0568,Product Engineering,95589.15,0.42,2.22,1,2024-11-10,138.0,29.1,3,3,3,2,23,1,2020-01-28,3.383333333333334
E0569,PMO,81076.13,2.9,3.15,0,2024-12-04,173.7,14.8,3,8,3,3,5,3,2021-10-11,3.066666666666667
E0570,GRCS,71815.9,3.0,3.59,0,2022-02-27,158.2,66.7,5,5,2,3,30,7,2023-11-02,3.133333333333334
E0571,Business Solution,79401.83,1.6,4.15,0,2024-06-07,150.9,20.8,3,3,2,4,34,1,2024-04-03,2.986666666666667
E0572,Sales,74347.68,3.36,2.19,1,2022-02-23,177.8,40.3,1,6,4,6,47,4,2022-05-28,3.6300000000000003
E0573,Customer Success,65360.24,2.7,3.3,0,2022-08-08,147.9,57.8,3,3,4,2,19,3,2018-01-14,3.3100000000000005
E0574,Product Engineering,126218.82,1.7,4.31,0,2023-12-28,156.0,35.1,2,3,5,5,31,6,2018-09-05,3.2133333333333334
E0575,Product Engineering,86693.43,0.9,3.15,0,2024-05-30,188.0,65.9,2,4,4,2,16,6,2017-08-20,3.266666666666667
E0576,Datazone,95807.03,3.1,2.75,0,2020-07-12,190.8,43.7,5,4,2,2,45,2,2019-07-15,3.5866666666666673
E0577,Product Engineering,96202.88,3.6,3.27,0,2023-08-04,191.4,31.9,5,5,4,3,27,1,2016-03-03,3.4033333333333338
E0578,Sales,82734.61,2.0,2.53,0,2023-02-21,154.4,23.1,1,3,2,4,26,2,2023-06-17,3.056666666666667
E0579,HR,70075.18,2.03,2.8,1,2023-09-21,184.6,7.0,2,8,4,3,39,0,2021-08-06,2.85
E0580,Sales,81532.93,4.409999999999999,2.81,1,2021-09-07,141.0,24.4,1,6,4,4,29,3,2024-09-18,2.866666666666667
E0581,Product Engineering,84791.57,4.4,3.67,0,2024-04-04,141.9,13.1,2,6,4,4,49,2,2017-01-10,2.7133333333333334
E0582,Sales,68255.06,0.5,2.12,0,2021-05-14,120.0,49.8,3,6,5,5,39,5,2024-01-22,3.0933333333333337
E0583,PMO,77680.75,1.7,,0,2024-10-28,193.5,13.1,2,5,4,3,44,2,2017-05-27,2.866666666666667
E0584,Customer Success,69367.03,1.75,2.9,1,2020-07-05,142.7,28.3,3,9,4,2,45,3,2020-02-18,
E0585,HR,57788.02,2.8,3.42,0,2023-08-20,157.5,39.3,2,5,3,5,29,5,2016-09-16,
E0586,TSS,54449.21,3.0,3.26,0,2025-01-30,141.8,11.8,3,6,5,4,45,4,2018-01-04,
E0587,Datazone,86562.49,3.5,3.55,0,2020-07-06,173.9,29.2,1,4,2,1,46,1,2019-12-04,3.193333333333334
E0588,Datazone,123853.67,2.5,2.03,0,2020-12-29,152.5,18.4,3,8,5,0,47,5,2022-12-04,3.41
E0589,Finance,58319.05,2.7,2.56,0,2023-12-05,133.9,36.1,5,11,3,3,31,2,2024-01-06,2.9466666666666668
E0590,Datazone,71815.9,4.5,,0,2021-06-08,168.8,8.7,3,6,2,5,2,4,2017-10-15,2.7133333333333334
E0591,Customer Success,72416.67,3.2,3.02,0,2024-03-17,131.3,65.8,4,3,4,4,6,6,2022-09-22,
E0592,Finance,49467.17,0.84,3.3,1,2021-10-29,143.3,31.4,1,6,1,9,9,2,2016-11-03,
E0593,PMO,60336.45,1.96,1.77,1,2020-09-16,120.0,59.1,2,10,4,1,15,1,2019-01-22,
E0594,Product Engineering,105500.72,2.5,3.14,0,2022-06-30,131.5,44.9,4,6,3,2,20,3,2022-12-16,2.696666666666667
E0595,Sales,89737.49,0.6,2.36,0,2023-07-04,163.6,16.2,3,5,4,3,48,3,2021-03-25,2.7366666666666677
E0596,Customer Success,71068.58,2.9,2.02,0,2023-01-25,120.7,41.0,4,6,4,7,2,4,2015-09-26,2.423333333333334
E0597,Finance,76322.41,1.3,3.2,0,2022-01-30,130.4,53.6,1,4,4,4,3,2,2022-05-05,2.5066666666666673
E0598,Finance,82165.85,4.6,2.02,0,2024-02-24,160.0,47.1,3,5,3,6,30,3,2016-03-09,2.5266666666666673
E0599,TSS,73401.51,3.4,3.15,0,2023-01-23,149.1,30.8,5,14,2,3,8,1,2022-01-10,2.413333333333334
E0600,Finance,71815.9,0.84,2.75,1,2023-02-25,199.8,15.0,2,6,4,4,40,2,2023-10-28,2.790000000000001
E0601,HR,69006.56,4.5,2.21,0,2023-07-04,196.7,37.6,5,6,2,2,21,4,2021-08-23,2.6400000000000006
E0602,Finance,68957.85,5.6,2.99,0,2022-08-25,142.6,35.9,4,2,3,1,39,5,2019-04-18,2.7033333333333336
E0603,Datazone,63193.57,2.3,4.46,0,2023-11-13,171.1,20.4,4,5,4,1,43,2,2021-11-07,2.6500000000000004
E0604,Datazone,98921.74,2.5,1.4,0,2022-06-05,175.0,11.1,4,5,3,2,13,3,2016-09-02,3.2200000000000006
E0605,Sales,89750.23,4.2,2.71,0,2020-12-23,148.1,32.5,4,4,2,1,40,2,2021-08-29,2.950000000000001
E0606,Finance,64804.06,3.78,3.75,1,2024-04-13,130.1,13.4,3,5,2,3,41,1,2019-02-07,2.8566666666666674
E0607,Sales,73751.77,0.8,3.41,0,2020-06-12,159.8,20.4,5,6,2,1,48,3,2015-10-06,2.6200000000000006
E0608,GRCS,67790.3,0.91,3.36,1,2024-11-13,156.5,38.9,2,7,4,2,37,5,2020-09-14,3.2900000000000005
E0609,Marketing and Communications,74859.13,2.1,4.13,0,2020-09-21,151.3,12.8,4,7,1,2,32,5,2016-12-19,3.5066666666666677
E0610,TSS,54248.06,1.54,3.24,1,2023-04-05,168.8,8.4,2,10,5,2,14,2,2020-12-26,3.633333333333334
E0611,Business Solution,80655.47,4.2,3.42,0,2022-03-10,145.0,6.0,3,6,2,5,1,4,2017-10-07,3.5766666666666675
E0612,Customer Success,43773.49,5.4,3.65,0,2020-11-12,137.0,34.9,1,5,2,2,27,2,2017-08-16,3.5966666666666676
E0613,Datazone,119720.39,5.7,2.3,0,2020-08-16,162.2,36.0,5,8,3,5,24,0,2015-12-08,3.4366666666666674
E0614,Product Engineering,78607.37,0.8,2.77,0,2020-07-18,167.7,21.3,3,9,2,5,49,5,2020-02-29,3.1233333333333335
E0615,Product Engineering,85039.18,1.12,3.46,1,2022-05-21,136.5,45.0,3,5,4,3,22,3,2023-04-27,2.9066666666666676
E0616,TSS,64578.25,1.1,,0,2021-12-23,178.6,23.2,2,5,4,4,14,2,2017-08-23,2.8433333333333337
E0617,HR,56631.82,1.8,2.98,0,2020-06-15,124.6,23.9,4,2,1,2,45,4,2023-04-06,
E0618,Business Solution,108255.17,1.12,2.61,1,2021-07-30,148.4,21.4,2,8,4,0,8,1,2022-11-30,
E0619,Marketing and Communications,79249.15,3.4,2.28,0,2022-04-24,154.8,5.7,4,9,3,1,27,2,2015-05-16,
E0620,Finance,67054.09,3.7,3.58,0,2021-05-10,147.3,17.2,3,5,2,5,3,3,2016-08-18,2.6233333333333335
E0621,Finance,57603.07,1.89,1.17,1,2024-04-23,148.7,6.0,3,9,2,5,33,3,2015-08-10,2.8233333333333337
E0622,Sales,78152.55,1.75,1.78,1,2021-04-03,197.4,18.5,1,9,5,5,47,4,2019-08-21,2.3433333333333337
E0623,Sales,67791.35,2.1,,0,2025-01-29,143.0,40.1,1,3,2,2,21,6,2018-12-14,2.176666666666667
E0624,Customer Success,61315.74,2.3,2.95,0,2022-02-19,200.0,4.6,4,5,4,10,32,3,2017-10-29,
E0625,Sales,65902.29,4.34,,1,2024-03-27,168.7,17.5,2,7,3,0,40,2,2024-08-14,
E0626,Sales,78904.93,4.0,,0,2022-06-18,161.8,17.3,3,4,1,4,41,1,2024-04-05,
E0627,Marketing and Communications,46756.8,2.2,1.4,0,2023-06-03,169.5,37.4,3,5,3,1,45,3,2022-06-26,
E0628,TSS,58656.3,2.5,4.22,0,2021-09-16,200.0,14.2,3,4,4,3,44,4,2017-03-04,
E0629,HR,55990.64,3.5,2.67,0,2021-04-03,140.1,42.9,5,8,4,3,41,3,2020-03-08,
E0630,Marketing and Communications,82036.92,1.2,2.98,0,2021-09-03,137.6,15.2,1,7,3,4,32,2,2019-04-29,2.7633333333333336
E0631,Product Engineering,82154.07,2.9,4.36,0,2022-12-05,144.9,44.1,4,6,4,1,24,6,2020-05-28,3.2900000000000005
E0632,GRCS,85209.5,3.9,3.94,0,2021-03-14,160.6,41.0,1,7,2,0,11,0,2017-05-10,3.3366666666666673
E0633,GRCS,71815.9,2.52,3.53,1,2025-03-15,125.5,27.0,3,12,5,4,37,7,2016-02-04,3.7600000000000002
E0634,Datazone,79253.57,1.6,2.83,0,2020-07-01,160.4,22.5,3,4,4,3,21,4,2019-05-04,3.943333333333334
E0635,Sales,66219.34,1.8,2.52,0,2022-12-08,193.9,8.9,1,9,4,5,18,5,2022-06-04,3.4333333333333336
E0636,GRCS,85117.27,0.6,4.18,0,2025-03-06,163.0,27.2,4,9,4,4,11,1,2023-01-22,2.960000000000001
